Project_Id,ProjectName,Country,CertLevel,CertDate,GrossFloorAreaSqm,water_use_intensity,Water_Saving_%,Water_Baseline_L,Water_Saving_L,Water_Saving_m3
1000143373,Reston Overlook I,US,Gold,2024-11-18,32088.05,580.0,30,18611069.0,5583321.0,5583.321
1000143375,Reston Overlook II,US,Gold,2024-04-12,13082.79,580.0,30,7588018.0,2276405.0,2276.405
1000143390,Kingstowne Center K,US,Gold,2025-04-04,15052.98,580.0,30,8730728.0,2619219.0,2619.219
1000143392,Discovery Square II,US,Gold,2024-11-18,18535.82,580.0,30,10750776.0,3225233.0,3225.233
1000143491,Brightview Hunt Valley Towne Centre,US,Gold,2024-09-04,19018.92,580.0,30,11030974.0,3309292.0,3309.292
1000143497,MAPAL India Private Limited,IN,Platinum,2024-05-02,1741.0,580.0,40,1009780.0,403912.0,403.912
1000143561,B340s Renovation,US,Silver,2024-07-22,5866.17,2800.0,20,16425276.0,3285055.0,3285.055
1000143575,UCR SOM Education Building II,US,Platinum,2024-12-23,8870.01,500.0,40,4435005.0,1774002.0,1774.002
1000143656,Fire Station No. 5,CA,Certified,2024-05-21,916.0,580.0,10,531280.0,53128.0,53.128
1000143724,"Extra Space Storage - Kenmore, NY",US,Silver,2024-05-10,7721.91,150.0,20,1158286.0,231657.0,231.657
1000143963,CONF,IT,Gold,2024-05-15,6483.0,500.0,30,3241500.0,972450.0,972.45
1000143974,Global Home of the PGA TOUR,US,Gold,2024-10-09,18864.14,580.0,30,10941201.0,3282360.0,3282.36
1000144301,Des Moines University West,US,Silver,2024-03-25,35487.27,500.0,20,17743635.0,3548727.0,3548.727
1000144336,Nucor - BB Mill Building,US,Silver,2024-06-03,134969.48,2800.0,20,377914544.0,75582909.0,75582.909
1000144452,CONF,BR,Gold,2024-04-29,68826.0,500.0,30,34413000.0,10323900.0,10323.9
1000144834,White Fence Farm Clubhouse,US,Gold,2024-07-25,661.66,500.0,30,330830.0,99249.0,99.249
1000144850,Sumter County Rest Area - Southbound,US,Certified,2024-12-19,845.42,580.0,10,490344.0,49034.0,49.034
1000144861,Southeastern Live Well Center,US,Gold,2024-09-25,6047.99,580.0,30,3507834.0,1052350.0,1052.35
1000144941,archimania's Office,US,Platinum,2024-04-17,691.57,580.0,40,401111.0,160444.0,160.444
1000145380,Hogg Memorial Auditorium Major Reno,US,Platinum,2024-06-04,2731.91,580.0,40,1584508.0,633803.0,633.803
1000145433,Casa Heribert Pons,ES,Gold,2024-12-12,6390.8,580.0,30,3706664.0,1111999.0,1111.999
1000145484,MAGNET Headquarters,US,Silver,2024-03-27,5249.02,580.0,20,3044432.0,608886.0,608.886
1000145703,KOA Corporate Headquarters,US,Gold,2024-03-11,3162.42,580.0,30,1834204.0,550261.0,550.261
1000145818,CONF,US,Silver,2024-01-08,1604.81,500.0,20,802405.0,160481.0,160.481
1000145825,CONF,US,Gold,2024-01-08,4698.29,500.0,30,2349145.0,704744.0,704.744
1000145826,CONF,US,Gold,2024-01-08,389.26,500.0,30,194630.0,58389.0,58.389
1000145930,Aspen Distillery,US,Platinum,2024-07-10,510.97,500.0,40,255485.0,102194.0,102.194
1000146094,Gallery Building at Basalt River Park,US,Certified,2025-05-29,2459.14,500.0,10,1229570.0,122957.0,122.957
1000146237,MASERGRUP LEED CORPORATE BUILDING,ES,Gold,2024-01-05,8310.0,150.0,30,1246500.0,373950.0,373.95
1000146607,CONF,CN,Gold,2024-02-05,38135.0,500.0,30,19067500.0,5720250.0,5720.25
1000146609,CONF,CN,Gold,2024-01-25,21200.0,500.0,30,10600000.0,3180000.0,3180.0
1000146947,Kansas City Streetcar VMF,US,Gold,2024-10-15,2904.89,500.0,30,1452445.0,435734.0,435.734
1000146948,Kansas City Streetcar Annex,US,Gold,2024-10-15,566.71,500.0,30,283355.0,85006.0,85.006
1000146956,Studentato Moretta Cesana,IT,Gold,2024-02-06,20043.0,2200.0,30,44094600.0,13228380.0,13228.38
1000146998,Berea College CMIT Building,US,Silver,2024-08-14,4530.04,500.0,20,2265020.0,453004.0,453.004
1000147133,EVC Language Arts Building,US,Gold,2024-06-24,4476.72,500.0,30,2238360.0,671508.0,671.508
1000147188,Merriam Plaza Library,US,Silver,2024-08-06,1393.54,500.0,20,696770.0,139354.0,139.354
1000147195,Weathervane Health and Wellness Center,US,Silver,2024-10-15,629.79,580.0,20,365278.0,73056.0,73.056
1000147228,SMU Frances Anne Moody Hall,US,Certified,2024-03-20,4902.31,500.0,10,2451155.0,245116.0,245.116
1000147248,First Security Bank Missoula,US,Silver,2024-12-19,3881.95,580.0,20,2251531.0,450306.0,450.306
1000147424,Sparrow Emergency Center Okemos,US,Certified,2024-02-20,2972.9,2800.0,10,8324120.0,832412.0,832.412
1000147553,Fulton County Animal Services Facility,US,Certified,2024-07-30,5157.42,580.0,10,2991304.0,299130.0,299.13
1000147707,Command Control Smart Governance Centre,IN,Platinum,2024-09-16,5254.0,580.0,40,3047320.0,1218928.0,1218.928
1000147853,Haiyin Square-Changchun,CN,Platinum,2024-03-13,115483.0,580.0,40,66980140.0,26792056.0,26792.056
1000147940,New Spokane Valley Library,US,Silver,2024-02-12,2550.09,500.0,20,1275045.0,255009.0,255.009
1000147982,Vero at Novus,US,Silver,2024-11-18,13430.52,580.0,20,7789702.0,1557940.0,1557.94
1000148043,Siege Social Equipe Laurence,CA,Silver,2024-10-11,1835.0,580.0,20,1064300.0,212860.0,212.86
1000148068,PeaceHealth Lynden Clinic,US,Silver,2024-11-08,2266.18,2800.0,20,6345304.0,1269061.0,1269.061
1000148363,CONF,US,Silver,2024-02-12,7940.42,500.0,20,3970210.0,794042.0,794.042
1000148491,Alibaba Xuhui Binjiang Park D,CN,Gold,2024-08-13,40720.0,580.0,30,23617600.0,7085280.0,7085.28
1000148722,Project Storm,US,Gold,2024-06-20,34278.51,2800.0,30,95979828.0,28793948.0,28793.948
1000148837,1910 Alton Road,US,Silver,2024-09-20,1474.09,580.0,20,854972.0,170994.0,170.994
1000148852,Charlotte J. Burrie Civic Center,US,Gold,2025-07-28,809.37,580.0,30,469435.0,140830.0,140.83
1000149377,Sede Sicredi Dexis,BR,Platinum,2024-07-12,11035.0,580.0,40,6400300.0,2560120.0,2560.12
1000149430,Port of Edmonds Administration Building,US,Silver,2024-07-01,1079.53,580.0,20,626127.0,125225.0,125.225
1000149594,PCM Parcel F - Signal House,US,Certified,2024-12-03,19149.91,580.0,10,11106948.0,1110695.0,1110.695
1000149987,Boys and Girls Club of Chicago,US,Silver,2024-01-25,2787.09,580.0,20,1616512.0,323302.0,323.302
1000149998,CONF,US,Gold,2024-04-02,7112.65,500.0,30,3556325.0,1066898.0,1066.898
1000150288,CONF,IT,Gold,2024-05-17,7077.0,500.0,30,3538500.0,1061550.0,1061.55
1000150483,CONF,US,Gold,2024-05-28,8236.59,500.0,30,4118295.0,1235488.0,1235.488
1000150601,CityLine Block 3S,US,Certified,2024-10-10,55891.98,580.0,10,32417348.0,3241735.0,3241.735
1000150606,AVOYA ICECEK FABRIKASI,TR,Silver,2024-12-06,12866.0,500.0,20,6433000.0,1286600.0,1286.6
1000150656,Highland Bridge Lot 1 Block 3,US,Gold,2024-01-05,40466.32,580.0,30,23470466.0,7041140.0,7041.14
1000150667,Highland Bridge Blocks 6/7 Senior Living,US,Gold,2024-07-08,35088.07,2800.0,30,98246596.0,29473979.0,29473.979
1000150824,Blomquist Street Navigation Center,US,Silver,2024-02-16,3437.41,2200.0,20,7562302.0,1512460.0,1512.46
1000151038,DMG MORI PH Machine Green Plant project,CN,Gold,2024-05-06,38240.0,2800.0,30,107072000.0,32121600.0,32121.6
1000151044,NXpark Xi'an by Aden,CN,Gold,2024-02-25,28896.0,2800.0,30,80908800.0,24272640.0,24272.64
1000151148,101 N. Meridian,US,Gold,2024-08-21,29175.72,580.0,30,16921918.0,5076575.0,5076.575
1000151187,1102 Q Street,US,Gold,2024-04-10,14472.71,580.0,30,8394172.0,2518252.0,2518.252
1000151213,Belmont University Jack C Massey Center,US,Silver,2024-07-23,12859.82,500.0,20,6429910.0,1285982.0,1285.982
1000151480,SBVR - Plaza and Promenade Building,US,Silver,2024-01-31,3244.82,2200.0,20,7138604.0,1427721.0,1427.721
1000151579,JM Family - Office C,US,Gold,2024-08-07,8181.13,580.0,30,4745055.0,1423517.0,1423.517
1000151584,Woodlake MOB,US,Gold,2024-02-20,6228.77,2800.0,30,17440556.0,5232167.0,5232.167
1000151610,Swedish Medical Center MOB II/III,US,Certified,2025-04-17,15636.96,2800.0,10,43783488.0,4378349.0,4378.349
1000151686,KALYON SCADA Ofis Binasi,TR,Silver,2024-09-30,2577.0,580.0,20,1494660.0,298932.0,298.932
1000151824,Penn GSE Expansion,US,Gold,2024-03-29,1872.92,500.0,30,936460.0,280938.0,280.938
1000151888,Park Place Shopping Centre,CA,Silver,2024-03-06,52051.14,2200.0,20,114512508.0,22902502.0,22902.502
1000151928,IUH NE Region - Southwest MOB,US,Certified,2024-06-07,4969.38,2800.0,10,13914264.0,1391426.0,1391.426
1000152132,SDCRAA Administration Building,US,Gold,2024-05-20,12581.3,2800.0,30,35227640.0,10568292.0,10568.292
1000152133,CityLine 4,US,Certified,2025-04-18,49915.95,580.0,10,28951251.0,2895125.0,2895.125
1000152208,GVSU Harris Family Sports Complex,US,Silver,2024-01-09,1997.41,580.0,20,1158498.0,231700.0,231.7
1000152250,MP-HT Srl,IT,Gold,2024-08-27,4800.0,2800.0,30,13440000.0,4032000.0,4032.0
1000152287,Luthra Group Headquarters,IN,Gold,2024-05-28,3611.0,580.0,30,2094380.0,628314.0,628.314
1000152377,The Sonnentag,US,Gold,2024-08-22,19014.09,580.0,30,11028172.0,3308452.0,3308.452
1000152512,"Vanderbilt Tower at Ritz-Carlton, Naples",US,Silver,2024-06-28,10219.33,2200.0,20,22482526.0,4496505.0,4496.505
1000152653,Contra Costa County Admin Building,US,Platinum,2024-12-05,4335.69,580.0,40,2514700.0,1005880.0,1005.88
1000152661,2876 Sunridge Way NE,CA,Silver,2024-03-18,2787.09,2800.0,20,7803852.0,1560770.0,1560.77
1000152671,Samsung Display Research Building,KR,Platinum,2024-07-29,166530.0,580.0,40,96587400.0,38634960.0,38634.96
1000152813,Sarasota Fire Station 23,US,Silver,2024-06-17,808.53,580.0,20,468947.0,93789.0,93.789
1000152825,Sparsh Business School,IN,Silver,2025-07-23,17163.0,500.0,20,8581500.0,1716300.0,1716.3
1000152830,CONF,CN,Certified,2024-01-12,33708.0,500.0,10,16854000.0,1685400.0,1685.4
1000152923,CONF,CN,Platinum,2024-08-27,6728.0,500.0,40,3364000.0,1345600.0,1345.6
1000153740,Merck RY870 Biologics Development Center,US,Gold,2024-06-21,19568.07,2800.0,30,54790596.0,16437179.0,16437.179
1000154667,UMD Field Hockey and Lacrosse Complex,US,Silver,2024-08-19,1584.93,580.0,20,919259.0,183852.0,183.852
1000154737,GDH BCC-Tower A,CN,Platinum,2024-10-13,138905.0,580.0,40,80564900.0,32225960.0,32225.96
1000154761,Beylerbeyi Yurt Insaati Projesi,TR,Gold,2024-06-06,2716.0,2200.0,30,5975200.0,1792560.0,1792.56
1000154829,CONF,US,Silver,2024-08-20,34207.81,500.0,20,17103905.0,3420781.0,3420.781
1000154873,Miami Association of Realtors,US,Gold,2024-10-24,3065.8,580.0,30,1778164.0,533449.0,533.449
1000155363,MU McVey Data Science Building,US,Silver,2024-03-27,8803.21,500.0,20,4401605.0,880321.0,880.321
1000155445,CONF,US,Silver,2024-11-21,7364.05,500.0,20,3682025.0,736405.0,736.405
1000155506,Ceylingul Tekstil Fabrika,TR,Certified,2024-05-16,3419.0,500.0,10,1709500.0,170950.0,170.95
1000155567,CONF,IT,Gold,2024-07-09,5470.0,500.0,30,2735000.0,820500.0,820.5
1000155598,CONF,US,Gold,2024-09-16,4082.44,500.0,30,2041220.0,612366.0,612.366
1000155646,LEGO Jiaxing Moulding 3 Building,CN,Gold,2024-09-27,13892.0,2800.0,30,38897600.0,11669280.0,11669.28
1000155647,New Processing,CN,Gold,2024-05-18,185698.8,2800.0,30,519956640.0,155986992.0,155986.992
1000155699,The Medley,US,Silver,2024-09-24,19452.03,580.0,20,11282177.0,2256435.0,2256.435
1000155948,McGill University Collections Centre,CA,Gold,2024-05-17,3969.0,150.0,30,595350.0,178605.0,178.605
1000156023,CONF,US,Certified,2024-05-06,47224.08,500.0,10,23612040.0,2361204.0,2361.204
1000156071,CONF,US,Silver,2024-08-07,12991.37,500.0,20,6495685.0,1299137.0,1299.137
1000156231,DHL Alliance C,US,Silver,2024-05-29,120773.9,150.0,20,18116085.0,3623217.0,3623.217
1000156321,Mahindra Educational-Hostel Phase III,IN,Gold,2024-10-22,1858.06,2200.0,30,4087732.0,1226320.0,1226.32
1000156502,Residenza per Studenti Novoli,IT,Gold,2024-01-23,13504.0,500.0,30,6752000.0,2025600.0,2025.6
1000156601,Project Instinct - Ph 1,US,Certified,2024-03-20,13055.01,2800.0,10,36554028.0,3655403.0,3655.403
1000156816,Kalamazoo Dept. Public Safety Station 2,US,Certified,2025-02-05,1632.77,580.0,10,947007.0,94701.0,94.701
1000156844,CARRIER  PLAZA,CN,Gold,2024-08-30,37183.0,580.0,30,21566140.0,6469842.0,6469.842
1000156983,Comcast NBCUniversal THE COMMONS,US,Platinum,2024-11-22,6841.01,580.0,40,3967786.0,1587114.0,1587.114
1000157031,Thesis Agency,US,Gold,2024-05-07,3715.01,580.0,30,2154706.0,646412.0,646.412
1000157039,Production,CN,Silver,2024-05-05,17922.0,2800.0,20,50181600.0,10036320.0,10036.32
1000157046,Merck Wuxi-Admin,CN,Platinum,2024-02-24,3102.0,580.0,40,1799160.0,719664.0,719.664
1000157076,CONF,US,Gold,2024-09-24,27311.44,500.0,30,13655720.0,4096716.0,4096.716
1000157082,CONF,US,Silver,2024-02-08,26296.19,500.0,20,13148095.0,2629619.0,2629.619
1000157222,Residenza Anni Azzurri Borgomanero,IT,Silver,2024-01-20,5887.0,2800.0,20,16483600.0,3296720.0,3296.72
1000157242,PCCO Cincinnati Office,US,Gold,2024-01-12,2165.85,580.0,30,1256193.0,376858.0,376.858
1000157280,CONF,IN,Gold,2024-02-16,24110.93,500.0,30,12055465.0,3616640.0,3616.64
1000157282,CONF,IN,Gold,2024-02-16,28665.13,500.0,30,14332565.0,4299770.0,4299.77
1000157306,CONF,TR,Gold,2024-08-19,57504.0,500.0,30,28752000.0,8625600.0,8625.6
1000157393,NUOVA SEDE FONDAZIONE DALMINE,IT,Gold,2024-08-20,4418.0,500.0,30,2209000.0,662700.0,662.7
1000157397,305 Arsenal Street,US,Gold,2024-10-28,418.06,500.0,30,209030.0,62709.0,62.709
1000157402,400 N. Beacon Street,US,Gold,2024-11-04,2054.74,580.0,30,1191749.0,357525.0,357.525
1000157508,Edificio ALMA by ROYAL,ES,Gold,2024-09-09,7913.0,580.0,30,4589540.0,1376862.0,1376.862
1000157572,Edificio Produttivo Raddoppio,IT,Gold,2024-07-21,25526.0,2800.0,30,71472800.0,21441840.0,21441.84
1000157579,Niagara Street Studio,US,Certified,2024-10-25,6474.13,580.0,10,3754995.0,375500.0,375.5
1000157587,SERRA Montreal,CA,Silver,2024-02-08,16030.97,580.0,20,9297963.0,1859593.0,1859.593
1000157594,2001 boulevard Robert-Bourassa,CA,Gold,2024-05-23,49538.2,580.0,30,28732156.0,8619647.0,8619.647
1000157916,Clark University CMACD,US,Gold,2024-06-24,5931.11,500.0,30,2965555.0,889666.0,889.666
1000158019,Oxyturbo - Nuovo stabilimento produttivo,IT,Platinum,2024-11-18,6000.0,2800.0,40,16800000.0,6720000.0,6720.0
1000158162,CONF,CA,Silver,2024-11-14,12192.0,500.0,20,6096000.0,1219200.0,1219.2
1000158866,CONF,US,Silver,2024-07-22,22709.49,500.0,20,11354745.0,2270949.0,2270.949
1000158921,Bldg 1 of Tianjin Lenovo Innovation Park,CN,Gold,2024-01-18,8632.0,500.0,30,4316000.0,1294800.0,1294.8
1000158986,CONF,US,Certified,2024-03-01,555.56,500.0,10,277780.0,27778.0,27.778
1000159056,Tanager Echo,US,Silver,2024-06-05,29773.93,580.0,20,17268879.0,3453776.0,3453.776
1000159189,Westinghouse Rock Hill Building 3,US,Gold,2024-09-25,2095.89,580.0,30,1215616.0,364685.0,364.685
1000159216,Parkridge Four,US,Certified,2025-05-06,17870.73,580.0,10,10365023.0,1036502.0,1036.502
1000159306,CONF,US,Gold,2024-09-26,2043.87,500.0,30,1021935.0,306580.0,306.58
1000159391,CONF,US,Certified,2024-12-20,3601.38,500.0,10,1800690.0,180069.0,180.069
1000159468,CONF,US,Silver,2024-02-02,17577.81,500.0,20,8788905.0,1757781.0,1757.781
1000159510,TEKNOPLAZA Water&Environmental Solutions,TR,Gold,2024-01-11,2260.0,580.0,30,1310800.0,393240.0,393.24
1000159574,1241 W St NE,US,Silver,2024-11-11,1129.24,580.0,20,654959.0,130992.0,130.992
1000159597,101 Workshop Building,CN,Certified,2024-02-28,5154.0,2800.0,10,14431200.0,1443120.0,1443.12
1000159598,103 R&D Building,CN,Certified,2024-02-28,17899.0,2800.0,10,50117200.0,5011720.0,5011.72
1000159890,CONF,US,Silver,2024-01-26,8901.87,500.0,20,4450935.0,890187.0,890.187
1000160212,Security Building,US,Platinum,2025-02-18,1121.34,500.0,40,560670.0,224268.0,224.268
1000160298,ARE FujiFilm BIC2,US,Certified,2024-08-19,7641.55,580.0,10,4432099.0,443210.0,443.21
1000160351,"GRUPPO BCC ICCREA - Milan, via Esterle",IT,Gold,2024-10-28,6059.0,580.0,30,3514220.0,1054266.0,1054.266
1000160359,Firefly Pavilion,US,Silver,2024-08-29,455.22,500.0,20,227610.0,45522.0,45.522
1000160489,J&J Horsham Commons,US,Silver,2024-11-07,3645.51,500.0,20,1822755.0,364551.0,364.551
1000160496,Midstation Bellevue,US,Silver,2025-01-14,23661.65,580.0,20,13723757.0,2744751.0,2744.751
1000160510,Teknopark Idari Bina - A Blok,TR,Gold,2024-03-27,9221.0,580.0,30,5348180.0,1604454.0,1604.454
1000160516,CONF,IN,Certified,2024-11-22,25077.68,500.0,10,12538840.0,1253884.0,1253.884
1000160581,Jardin de Enekuri,ES,Gold,2024-06-17,4094.0,500.0,30,2047000.0,614100.0,614.1
1000160592,SEFINE TERSANESI SOSYAL TESIS BINASI,TR,Certified,2024-05-29,12595.0,580.0,10,7305100.0,730510.0,730.51
1000160869,Monterey Regional Airport ARFF,US,Silver,2024-07-23,929.03,2800.0,20,2601284.0,520257.0,520.257
1000161040,Chapter Madison,US,Silver,2024-12-16,20463.28,580.0,20,11868702.0,2373740.0,2373.74
1000161051,CONF,CA,Gold,2024-06-03,1976.0,500.0,30,988000.0,296400.0,296.4
1000161166,CONF,TR,Gold,2024-01-24,14750.0,500.0,30,7375000.0,2212500.0,2212.5
1000161168,CONF,ES,Gold,2025-04-25,847.0,500.0,30,423500.0,127050.0,127.05
1000161221,SNAM RETE GAS - CENTRO MANUTEN. DI MASSA,IT,Certified,2024-11-27,1779.0,580.0,10,1031820.0,103182.0,103.182
1000161243,Enriching Spaces,US,Gold,2024-01-29,1672.25,580.0,30,969905.0,290972.0,290.972
1000161330,TOTAL Energies - IGA,TR,Silver,2025-02-24,530.96,220.0,20,116811.0,23362.0,23.362
1000161340,Gillette Stadium,US,Gold,2024-03-27,98690.49,2800.0,30,276333372.0,82900012.0,82900.012
1000161661,CONF,US,Silver,2024-07-01,7722.19,500.0,20,3861095.0,772219.0,772.219
1000161750,Penske Boise,US,Certified,2024-06-24,1833.91,580.0,10,1063668.0,106367.0,106.367
1000161755,Penske Lowell,US,Certified,2024-12-16,1854.99,580.0,10,1075894.0,107589.0,107.589
1000161766,ESSILOR LUXOTTICA,MX,Gold,2024-12-18,49178.0,2800.0,30,137698400.0,41309520.0,41309.52
1000161781,Ellis Campus C&D,US,Gold,2024-02-15,20827.92,580.0,30,12080194.0,3624058.0,3624.058
1000161816,CONF,IN,Platinum,2025-03-17,161925.01,500.0,40,80962505.0,32385002.0,32385.002
1000161819,CONF,IN,Platinum,2025-07-28,166818.48,500.0,40,83409240.0,33363696.0,33363.696
1000162183,Beck Venture Center,US,Gold,2024-07-19,2901.36,580.0,30,1682789.0,504837.0,504.837
1000162206,RESIDENCIA PARA MAYORES CAJA DE BURGOS,ES,Gold,2024-01-09,5600.0,2800.0,30,15680000.0,4704000.0,4704.0
1000162213,Reck Garage,US,Platinum,2024-07-01,93.18,2800.0,40,260904.0,104362.0,104.362
1000162261,Nucor - BB Materials Testing Lab,US,Certified,2024-01-17,914.72,2800.0,10,2561216.0,256122.0,256.122
1000162281,Nuova Sede Banca Sella,IT,Gold,2024-02-23,13070.0,580.0,30,7580600.0,2274180.0,2274.18
1000162357,Microsoft SISPARK B26,CN,Gold,2024-02-25,23993.0,580.0,30,13915940.0,4174782.0,4174.782
1000162363,Tenaris Etihad Tubulars - Sole Proprieto,AE,Certified,2025-05-02,2167.0,580.0,10,1256860.0,125686.0,125.686
1000162430,De la Vega Business Park,ES,Gold,2024-01-26,23275.0,580.0,30,13499500.0,4049850.0,4049.85
1000162745,Brookings DHS,US,Certified,2024-11-08,2097.84,580.0,10,1216747.0,121675.0,121.675
1000162751,CPFL ENERGIA RGE - EA VENANCIO AIRES,BR,Gold,2024-03-05,658.0,500.0,30,329000.0,98700.0,98.7
1000162913,University of Illinois Foundation,US,Gold,2024-05-06,5225.05,580.0,30,3030529.0,909159.0,909.159
1000162917,Fairfield University Bowman Hall,US,Gold,2024-08-01,4290.63,2200.0,30,9439386.0,2831816.0,2831.816
1000162940,Atal Akshay Urja Bhawan,IN,Platinum,2024-06-13,24045.0,580.0,40,13946100.0,5578440.0,5578.44
1000162951,Alliance Center Building 2,US,Certified,2024-01-18,60038.56,150.0,10,9005784.0,900578.0,900.578
1000162969,CONF,US,Gold,2024-07-19,12796.46,500.0,30,6398230.0,1919469.0,1919.469
1000163113,8th and Fig,US,Silver,2024-07-23,45139.52,580.0,20,26180922.0,5236184.0,5236.184
1000163207,TOTAL Energies - KMO Kuzey,TR,Silver,2025-02-21,473.9,220.0,20,104258.0,20852.0,20.852
1000163209,TOTAL Energies - KMO Izmit OSB Guney,TR,Silver,2025-02-18,494.04,220.0,20,108689.0,21738.0,21.738
1000163211,TOTAL Energies - KMO Izmit OSB Kuzey,TR,Silver,2025-04-15,494.04,220.0,20,108689.0,21738.0,21.738
1000163213,TOTAL Energies - Orhangazi Bati,TR,Gold,2025-05-05,346.0,220.0,30,76120.0,22836.0,22.836
1000163215,TOTAL Energies - Orhangazi Dogu,TR,Gold,2025-04-29,346.0,220.0,30,76120.0,22836.0,22.836
1000163433,Central City Office Tower,CA,Gold,2024-09-10,96477.72,580.0,30,55957078.0,16787123.0,16787.123
1000163435,Central City Shopping Centre,CA,Silver,2024-09-20,58158.58,2200.0,20,127948876.0,25589775.0,25589.775
1000163502,6750 Esplanade,CA,Gold,2024-09-23,9290.0,580.0,30,5388200.0,1616460.0,1616.46
1000163506,ZaZEN Gardens,AE,Gold,2024-11-20,19815.75,580.0,30,11493135.0,3447940.0,3447.94
1000163696,CONF,US,Silver,2024-09-04,8861.83,500.0,20,4430915.0,886183.0,886.183
1000163841,12 Farnsworth Research and Development,US,Gold,2024-05-07,5458.05,2800.0,30,15282540.0,4584762.0,4584.762
1000164013,Vlinker Pujiang Central Community 29-1,CN,Gold,2024-08-09,16268.0,580.0,30,9435440.0,2830632.0,2830.632
1000164018,Vlinker Pujiang Central Community 29-2,CN,Gold,2024-08-09,15538.0,580.0,30,9012040.0,2703612.0,2703.612
1000164090,Isoteks Tekstil,TR,Gold,2024-02-08,8800.0,2800.0,30,24640000.0,7392000.0,7392.0
1000164180,Complexo Ache Cultural,BR,Gold,2025-02-21,39098.0,580.0,30,22676840.0,6803052.0,6803.052
1000164327,Vlinker Pujiang Central Community 29-3,CN,Gold,2024-08-09,7140.0,580.0,30,4141200.0,1242360.0,1242.36
1000164329,Vlinker Pujiang Central Community 29-4,CN,Gold,2024-08-09,7140.0,580.0,30,4141200.0,1242360.0,1242.36
1000164331,Vlinker Pujiang Central Community 30-1,CN,Gold,2024-08-09,19068.0,580.0,30,11059440.0,3317832.0,3317.832
1000164333,Vlinker Pujiang Central Community 30-2,CN,Gold,2024-08-09,4450.0,580.0,30,2581000.0,774300.0,774.3
1000164340,nol-universe office,KR,Gold,2024-09-18,45732.0,580.0,30,26524560.0,7957368.0,7957.368
1000164472,Women's Resource Center,US,Silver,2024-02-29,866.04,580.0,20,502303.0,100461.0,100.461
1000164496,1625 Vanier Parkway,CA,Gold,2024-04-02,30865.0,580.0,30,17901700.0,5370510.0,5370.51
1000164500,222 Nepean Street,CA,Gold,2024-06-03,14887.0,580.0,30,8634460.0,2590338.0,2590.338
1000164650,Countryside Clearwater Branch 4.1,US,Gold,2024-11-26,1062.44,580.0,30,616215.0,184865.0,184.865
1000164653,Pinellas Branch 4.1,US,Silver,2024-04-25,425.87,580.0,20,247005.0,49401.0,49.401
1000164708,CONF,US,Gold,2024-07-16,13374.32,500.0,30,6687160.0,2006148.0,2006.148
1000164817,Masdar M13B Office,AE,Platinum,2025-03-20,4782.0,580.0,40,2773560.0,1109424.0,1109.424
1000164960,City Center at Hanna Ave,US,Gold,2024-08-29,13511.91,580.0,30,7836908.0,2351072.0,2351.072
1000165189,575 Lexington Avenue,US,Gold,2025-06-07,62877.4,580.0,30,36468892.0,10940668.0,10940.668
1000165201,CONF,IN,Gold,2024-11-19,54441.0,500.0,30,27220500.0,8166150.0,8166.15
1000165326,CONF,IN,Platinum,2025-03-27,62875.42,500.0,40,31437710.0,12575084.0,12575.084
1000165555,CONF,US,Gold,2024-10-07,3979.04,500.0,30,1989520.0,596856.0,596.856
1000165587,FSU - Early Learning Center,US,Certified,2024-02-05,869.57,580.0,10,504351.0,50435.0,50.435
1000165714,CONF,IN,Gold,2024-02-27,17900.0,500.0,30,8950000.0,2685000.0,2685.0
1000165859,General Express Office,US,Certified,2024-02-29,1859.92,580.0,10,1078754.0,107875.0,107.875
1000166022,CONF,IN,Platinum,2025-02-19,76266.29,500.0,40,38133145.0,15253258.0,15253.258
1000166023,CONF,CN,Gold,2024-04-17,165512.0,500.0,30,82756000.0,24826800.0,24826.8
1000166171,Palm Coast Southern Recreation Center,US,Gold,2024-12-13,1031.69,580.0,30,598380.0,179514.0,179.514
1000166293,2022 US Paint Hangars - AB 4 & 5,US,Gold,2024-08-20,8673.33,2800.0,30,24285324.0,7285597.0,7285.597
1000166295,Reveal Playa Vista,US,Gold,2024-01-08,24299.99,580.0,30,14093994.0,4228198.0,4228.198
1000166482,Airbus-Dual Bay Flightline Hangar 25,US,Gold,2024-09-13,10183.0,2800.0,30,28512400.0,8553720.0,8553.72
1000166483,Airbus-Dual Bay Flightline Hangar 26,US,Gold,2024-10-01,10183.0,2800.0,30,28512400.0,8553720.0,8553.72
1000166545,Canakkale Belediyesi Binasi,TR,Gold,2024-06-20,25161.0,580.0,30,14593380.0,4378014.0,4378.014
1000166641,Houston Zoo - Birds of the World,US,Gold,2024-05-18,438.6,500.0,30,219300.0,65790.0,65.79
1000166735,West,US,Silver,2024-12-11,76384.01,580.0,20,44302726.0,8860545.0,8860.545
1000166850,CONF,IT,Gold,2024-11-18,3333.0,500.0,30,1666500.0,499950.0,499.95
1000166941,PCBL Limited - Durgapur,IN,Platinum,2025-04-09,464.52,580.0,40,269422.0,107769.0,107.769
1000166977,OFICINAS ARAGO 182,ES,Gold,2025-01-13,4964.0,580.0,30,2879120.0,863736.0,863.736
1000167019,8620 Spectrum Center,US,Silver,2025-06-02,26275.76,580.0,20,15239941.0,3047988.0,3047.988
