Project_Id,Location_Id,ProjectName,GrossFloorAreaSqm,ProjectTypes,IsCertified
1000131533,351,Airbus-Dual Bay Flightline Hangar 24,8533.98,Airport: Hangar,Yes
1000131547,352,Oracle 6VDG,11612.88,Office: Administrative/Professional,Yes
1000131604,353,AIRBUS Staging Bldg + Calibration Hangar,3010.99,Airport: Hangar,Yes
1000131629,354,CSU MC Harbison Research & Ed Bldg,759.2,Core Learning Space: College/University,Yes
1000131657,355,College Park City Hall,8656.24,Office: Government,Yes
1000131679,356,Chick fil A 03863 Annandale,399.48,Retail: Fast Food,Yes
1000131721,357,MSU Thurgood Marshall Hall - Phase 1,20676.21,Lodging: Dormitory,Yes
1000131722,358,JOHN S. & JAMES L. Knight Recital Hall,1966.29,Public Assembly: Entertainment,Yes
1000131801,359,May Lee State Office Complex prev. RBOC,128473.24,Office: Government,Yes
1000131832,360,CONF,3483.86,CONF,Yes
1000132019,361,Virginia Tech Upper Quad Hall North,5262.95,Lodging: Dormitory,Yes
1000132038,362,Eastlake at Tillery - Bldg 2,9210.12,Office: Administrative/Professional,Yes
1000132061,363,"Otay Mesa US LPOE, Commercial Annex Bldg",3065.8,Office: Government,Yes
1000132062,364,"Otay Mesa US LPOE, USDA Plant Inspection",1142.71,Laboratory,Yes
1000132181,365,UC Davis at Orchard Park - Amenity,1458.48,Other,Yes
1000132329,366,Lukachukai Fire Station Bus Bay,786.33,Public Order and Safety: Fire/Police Station,Yes
1000132337,367,East College Street Development,11055.46,Multi-Family Residential: Apartment,Yes
1000132401,368,Starbucks China Office Building,3318.0,Office: Mixed-Use,Yes
1000132402,369,Starbucks China Production Workshop,10774.0,Industrial Manufacturing,Yes
1000132485,370,Gwinnett County Police Training Exp.,2432.39,Office: Government,Yes
1000132496,371,CONF,3264.15,CONF,Yes
1000132576,372,Modera Clarendon,24990.91,Multi-Family Residential: Apartment,Yes
1000132769,373,CONF,1486.45,CONF,Yes
1000132770,374,Charles M. Murray Maintenance Facility,1322.2,Service: Vehicle Service/Repair,Yes
1000132841,375,Viposa - NOA,12186.0,Industrial Manufacturing,Yes
1000132908,376,OFICINAS SEDE CENTRAL SIMON BARCELONA,9702.0,Office: Mixed-Use,Yes
1000132952,377,CONF,7571.0,CONF,Yes
1000133076,378,VASTRAKALA EXPORTS PRIVATE LIMITED,4096.0,Industrial Manufacturing,Yes
1000133126,379,Marc and Sharon Hagle Hall,3348.22,Core Learning Space: College/University,Yes
1000133206,380,Nancy J. Cotterman Center,2509.03,Lodging: Dormitory,Yes
1000133308,381,Albion in the Gulch,46079.89,Multi-Family Residential: Apartment,Yes
1000133391,382,Signature Des Moines FBO Terminal/Hangar,3565.9,Airport: Terminal/Concourse,Yes
1000133434,383,Merck Elkton B25 Document Resources,919.74,Office: Other Office,Yes
1000133531,384,Dzilth-Na-O-Dith-Hle Dormitory,1338.64,Lodging: Dormitory,Yes
1000133540,385,Meridian on New Jersey Avenue,27602.69,Multi-Family Residential: Apartment,Yes
1000133544,386,555 Penn,40134.1,Core Learning Space: College/University,Yes
1000133563,387,CONF,1388.0,CONF,Yes
1000133578,388,New England Biolabs GE,10740.24,Laboratory,Yes
1000133724,389,Guangdong Huaxing Bank Guangzhou Branch,57616.0,Office: Financial,Yes
1000133757,390,Chabot Library & Learning Connection,5802.26,Core Learning Space: College/University,Yes
1000133767,391,FARMACIA 12,1444.0,Multi-Family Residential: Apartment,Yes
1000133807,392,USU Moab Academic Building,2104.9,Core Learning Space: College/University,Yes
1000133851,393,The Grant,17551.42,Multi-Family Residential: Apartment,Yes
1000133893,394,Capitol Rose - 1732 15th Street NW,13697.62,Multi-Family Residential: Apartment,Yes
1000134053,395,Palazzo Comunale di Ovindoli,760.0,Office: Government,Yes
1000134167,396,Batiment administratif MRC 142 Dufferin,2762.0,Office: Government,Yes
1000134194,397,UCSF Bayfront Medical Building,17270.67,Healthcare: Clinic/Other Outpatient,Yes
1000134207,398,UNLV Medical Education Building,11984.49,Core Learning Space: College/University,Yes
1000134217,399,CONF,5876.67,CONF,Yes
1000134223,400,WWCC Applied Technology Building,4601.02,Core Learning Space: College/University,Yes
1000134257,401,Memorial Cancer Institute,10590.94,Healthcare: Clinic/Other Outpatient,Yes
1000134580,402,250 Brannan,9369.27,Office: Administrative/Professional,Yes
1000135296,403,USCG AIR STA VENTURA ADMIN/BERTHING,1134.9,Airport: Office,Yes
1000135406,404,Asheville Public Safety Station,2028.17,Public Order and Safety: Fire/Police Station,Yes
1000135819,405,Market Terminal D,14969.83,Multi-Family Residential: Apartment,Yes
1000135850,406,Ohio State University Lacrosse Stadium,1449.19,Public Assembly: Stadium/Arena,Yes
1000136120,407,Cascade Learning Resource Center,6089.88,Core Learning Space: College/University,Yes
1000136570,408,LIGO Exploration Center,1305.47,Public Assembly: Museum,Yes
1000136602,409,DCMC North - MOB,5574.18,Healthcare: Outpatient Office (Diagnostic),Yes
1000136633,410,Avalon Brighton,17651.57,Multi-Family Residential: Lowrise,Yes
1000136717,411,Cleveland Public Library - Hough Branch,743.22,Public Assembly: Library,Yes
1000136737,412,"U of Arizona, Chemistry Building",8310.92,Core Learning Space: College/University,Yes
1000136780,413,VISTA,22159.87,Multi-Family Residential: Apartment,Yes
1000136936,414,Paul Hall,6428.89,Core Learning Space: College/University,Yes
1000137014,415,NPAA Chattanooga,4874.16,Industrial Manufacturing,Yes
1000137042,416,Reuben Hoar Public Library,2178.39,Public Assembly: Library,Yes
1000137080,417,Rice University Hanszen College,5196.06,Lodging: Dormitory,Yes
1000137090,418,citizenM Hotel Boston Back Bay,14093.39,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000137173,419,WSSB Life Skills Training Center,1074.79,Lodging: Other lodging,Yes
1000137231,420,Fort Collins East Park Maint. Facility,603.87,Other,Yes
1000137271,421,COSD Youth Transition Campus - Housing,1003.35,Public Order and Safety: Other Public Order,Yes
1000137293,422,Catholic Univ - Conway School of Nursing,9429.65,Core Learning Space: College/University,Yes
1000137597,423,"Student Accomodation, via Serlio",17740.0,Lodging: Dormitory,Yes
1000137664,424,St. Thomas Schoenecker Center,12087.89,Core Learning Space: College/University,Yes
1000137691,425,USM McGoldrick Center,3818.31,Office: Administrative/Professional,Yes
1000137827,426,First Security Bank Bozeman,1055.01,Office: Financial,Yes
1000137891,427,CONF,2884.0,CONF,Yes
1000137948,428,Drosdick Hall,14597.85,Laboratory,Yes
1000137966,429,Emergency Operations Center,1527.88,Office: Government,Yes
1000137971,430,MIT W51 Burton-Conner,15104.08,Core Learning Space: College/University,Yes
1000138066,431,CAMPUS ARRUPE,5480.0,Core Learning Space: College/University,Yes
1000138238,432,Intuit Dome,109593.3,Public Assembly: Recreation,Yes
1000138271,433,CONF,10894.0,CONF,Yes
1000138362,434,EPEC Operations & Safety Training Center,1264.87,Core Learning Space: Other classroom education,Yes
1000138377,435,Lakeshore - 18111 Von Karman,22993.86,Office: Administrative/Professional,Yes
1000138378,436,UO HWTP Building B&C,26165.85,Lodging: Dormitory,Yes
1000138407,437,Lakeshore - 18101 Von Karman,39400.91,Office: Administrative/Professional,Yes
1000138421,438,Lakeshore - 18191 Von Karman,12978.55,Office: Administrative/Professional,Yes
1000138455,439,CONF,6967.72,CONF,Yes
1000138714,440,Mill River Whittingham Discovery Center,732.91,Other,Yes
1000138941,441,Fort Lupton Readiness Center Motor Pool,1858.06,Office: Government,Yes
1000138955,442,VDMA Ft. Barfoot 561 JFHQ Conversion,2809.39,Office: Government,Yes
1000138985,443,LLNL B321-G - Manufacturing Building,1045.81,Laboratory,Yes
1000138995,444,LLNL B310 - New NDE Building,1126.17,Laboratory,Yes
1000139011,445,HERE Pittsburgh,37491.66,Multi-Family Residential: Apartment,Yes
1000139014,446,Joint Forces Headquarters - BNGC,5925.72,Office: Government,Yes
1000139227,447,PortMiami Cruise Terminal F 2.0,13274.17,Public Assembly: Other Assembly,Yes
1000139250,448,NIKE 4th Phase ASRS Project,11880.99,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000139455,449,CONF,17651.57,CONF,Yes
1000139488,450,SDSU - Second Stage,1364.47,Core Learning Space: College/University,Yes
1000139639,451,Veterinary Specialty Center,7250.61,Healthcare: Clinic/Other Outpatient,Yes
1000139692,452,Quinnipiac University Wellness Center,5202.57,Other,Yes
1000139734,453,UW Tacoma Milgard Hall,4793.98,Core Learning Space: College/University,Yes
1000139763,454,Building 48 Modernization,14260.52,Office: Government,Yes
1000139828,455,Museum of Solutions,5300.0,Public Assembly: Museum,Yes
1000139880,456,The Cape on Kiawah,16489.17,Multi-Family Residential: Condominium,Yes
1000139883,457,Espace citoyen des Confluents,5206.0,Public Assembly: Other Assembly,Yes
1000139971,458,Skye on 6th,24411.75,Multi-Family Residential: Apartment,Yes
1000140123,459,VIMS - The Acuff Center for Aquaculture,1697.62,Laboratory,Yes
1000140452,460,"Walter Dods, Jr. RISE Center",10588.34,Lodging: Dormitory,Yes
1000140846,461,Caradosso 16,4620.0,Office: Financial,Yes
1000140908,462,EXP Northeastern University,33175.66,Core Learning Space: College/University,Yes
1000140934,463,Premier Meat Building Expansion,5557.0,Industrial Manufacturing,Yes
1000140975,464,Mayo Hall Renovation and Addition,2282.91,Office: Other Office,Yes
1000141120,465,CEU-FAC. HUMANIDADES Y CC. COMUNICACION,7314.0,Core Learning Space: College/University,Yes
1000141174,466,Urban Balcony Cluster 2 C-4 Plot Project,69385.0,Office: Government,Yes
1000141220,467,UMass Chan Medical School - NERB,32682.07,Laboratory,Yes
1000141516,468,1898 S. Flatiron Ct.,3844.05,Industrial Manufacturing,Yes
1000141892,469,Student Health and Wellness Center,4702.29,Core Learning Space: College/University,Yes
1000141900,470,UC IRVINE CENTER FOR ADVANCED CARE,15979.32,Healthcare: Clinic/Other Outpatient,Yes
1000141951,471,CONF,6435.0,CONF,Yes
1000141978,472,Michigan Tech H-STEM Building,6038.7,Core Learning Space: College/University,Yes
1000142002,473,Labriola Innovation Complex,3461.57,Core Learning Space: College/University,Yes
1000142005,474,AECQ Integrated Workshop,120220.0,Industrial Manufacturing,Yes
1000142019,475,The Edison,16174.41,Multi-Family Residential: Apartment,Yes
1000142252,476,PG&E Davis T-Line,1254.19,Other,Yes
1000142532,477,HEIDENHAIN HEADQUARTER,4648.0,Office: Mixed-Use,Yes
1000142605,478,La Puente Enhanced One Stop Center,640.57,Office: Government,Yes
1000142644,479,CONF,13470.94,CONF,Yes
1000142702,480,Tampa Convention Center,52108.64,Public Assembly: Convention Center,Yes
1000142772,481,303 Baldwin Avenue,11867.62,Office: Other Office,Yes
1000142917,482,CONF,3454.13,CONF,Yes
1000142962,483,E. S. Witchger School of Engineering,5630.2,Core Learning Space: College/University,Yes
1000143027,484,Fountain Square One,24612.61,Office: Administrative/Professional,Yes
1000143029,485,Fountain Square Two,28155.0,Office: Administrative/Professional,Yes
1000143040,486,KP BELLFLOWER RAD ONC & IMAGING,3095.16,Healthcare: Outpatient Office (Diagnostic),Yes
1000143110,487,Raumplus wuxi new office building,11232.0,Industrial Manufacturing,Yes
1000143114,488,Boston Engine No. 17,1987.75,Public Order and Safety: Fire/Police Station,Yes
1000143188,489,Sumner Square,21230.19,Office: Administrative/Professional,Yes
1000143276,490,CONF,3812.27,CONF,Yes
1000143367,491,Kingstowne Center T,14878.6,Office: Administrative/Professional,Yes
1000143369,492,Discovery Square I,17506.36,Office: Administrative/Professional,Yes
1000143373,493,Reston Overlook I,32088.05,Office: Administrative/Professional,Yes
1000143375,494,Reston Overlook II,13082.79,Office: Administrative/Professional,Yes
1000143390,495,Kingstowne Center K,15052.98,Office: Administrative/Professional,Yes
1000143392,496,Discovery Square II,18535.82,Office: Administrative/Professional,Yes
1000143491,497,Brightview Hunt Valley Towne Centre,19018.92,Multi-Family Residential: Apartment,Yes
1000143497,498,MAPAL India Private Limited,1741.0,Office: Administrative/Professional,Yes
1000143561,499,B340s Renovation,5866.17,Laboratory,Yes
1000143575,500,UCR SOM Education Building II,8870.01,Core Learning Space: College/University,Yes
1000143656,501,Fire Station No. 5,916.0,Public Order and Safety: Fire/Police Station,Yes
1000143724,502,"Extra Space Storage - Kenmore, NY",7721.91,Warehouse: Self Storage Units,Yes
1000143963,503,CONF,6483.0,CONF,Yes
1000143974,504,Global Home of the PGA TOUR,18864.14,Office: Administrative/Professional,Yes
1000144301,505,Des Moines University West,35487.27,Core Learning Space: College/University,Yes
1000144336,506,Nucor - BB Mill Building,134969.48,Industrial Manufacturing,Yes
1000144452,507,CONF,68826.0,CONF,Yes
1000144834,508,White Fence Farm Clubhouse,661.66,Other,Yes
1000144850,509,Sumter County Rest Area - Southbound,845.42,Public Assembly: Other Assembly,Yes
1000144861,510,Southeastern Live Well Center,6047.99,Office: Government,Yes
1000144941,511,archimania's Office,691.57,Office: Administrative/Professional,Yes
1000145380,512,Hogg Memorial Auditorium Major Reno,2731.91,Public Assembly: Entertainment,Yes
1000145433,513,Casa Heribert Pons,6390.8,Office: Administrative/Professional,Yes
1000145484,514,MAGNET Headquarters,5249.02,Office: Other Office,Yes
1000145703,515,KOA Corporate Headquarters,3162.42,Office: Administrative/Professional,Yes
1000145818,516,CONF,1604.81,CONF,Yes
1000145825,517,CONF,4698.29,CONF,Yes
1000145826,518,CONF,389.26,CONF,Yes
1000145930,519,Aspen Distillery,510.97,Other,Yes
1000146094,520,Gallery Building at Basalt River Park,2459.14,Other,Yes
1000146237,521,MASERGRUP LEED CORPORATE BUILDING,8310.0,Warehouse: General,Yes
1000146607,522,CONF,38135.0,CONF,Yes
1000146609,523,CONF,21200.0,CONF,Yes
1000146947,524,Kansas City Streetcar VMF,2904.89,Other,Yes
1000146948,525,Kansas City Streetcar Annex,566.71,Other,Yes
1000146956,526,Studentato Moretta Cesana,20043.0,Lodging: Dormitory,Yes
1000146998,527,Berea College CMIT Building,4530.04,Core Learning Space: College/University,Yes
1000147133,528,EVC Language Arts Building,4476.72,Core Learning Space: College/University,Yes
1000147188,529,Merriam Plaza Library,1393.54,Public Assembly: Library,Yes
1000147195,530,Weathervane Health and Wellness Center,629.79,Public Assembly: Recreation,Yes
1000147228,531,SMU Frances Anne Moody Hall,4902.31,Core Learning Space: College/University,Yes
1000147248,532,First Security Bank Missoula,3881.95,Office: Financial,Yes
1000147424,533,Sparrow Emergency Center Okemos,2972.9,Healthcare: Outpatient Office (Diagnostic),Yes
1000147553,534,Fulton County Animal Services Facility,5157.42,Office: Government,Yes
1000147707,535,Command Control Smart Governance Centre,5254.0,Office: Government,Yes
1000147853,536,Haiyin Square-Changchun,115483.0,Office: Mixed-Use,Yes
1000147940,537,New Spokane Valley Library,2550.09,Public Assembly: Library,Yes
1000147982,538,Vero at Novus,13430.52,Multi-Family Residential: Condominium,Yes
1000148043,539,Siege Social Equipe Laurence,1835.0,Office: Mixed-Use,Yes
1000148068,540,PeaceHealth Lynden Clinic,2266.18,Healthcare: Clinic/Other Outpatient,Yes
1000148363,541,CONF,7940.42,CONF,Yes
1000148491,542,Alibaba Xuhui Binjiang Park D,40720.0,Office: Mixed-Use,Yes
1000148722,543,Project Storm,34278.51,Industrial Manufacturing,Yes
1000148837,544,1910 Alton Road,1474.09,Office: Mixed-Use,Yes
1000148852,545,Charlotte J. Burrie Civic Center,809.37,Public Assembly: Other Assembly,Yes
1000149377,546,Sede Sicredi Dexis,11035.0,Office: Administrative/Professional,Yes
1000149430,547,Port of Edmonds Administration Building,1079.53,Office: Mixed-Use,Yes
1000149594,548,PCM Parcel F - Signal House,19149.91,Multi-Family Residential: Apartment,Yes
1000149987,549,Boys and Girls Club of Chicago,2787.09,Public Assembly: Recreation,Yes
1000149998,550,CONF,7112.65,CONF,Yes
1000150288,551,CONF,7077.0,CONF,Yes
1000150483,552,CONF,8236.59,CONF,Yes
1000150601,553,CityLine Block 3S,55891.98,Multi-Family Residential: Apartment,Yes
1000150606,554,AVOYA ICECEK FABRIKASI,12866.0,Other,Yes
1000150656,555,Highland Bridge Lot 1 Block 3,40466.32,Multi-Family Residential: Apartment,Yes
1000150667,556,Highland Bridge Blocks 6/7 Senior Living,35088.07,Healthcare: Nursing Home/ Assisted Living,Yes
1000150824,557,Blomquist Street Navigation Center,3437.41,Lodging: Other lodging,Yes
1000151038,558,DMG MORI PH Machine Green Plant project,38240.0,Industrial Manufacturing,Yes
1000151044,559,NXpark Xi'an by Aden,28896.0,Industrial Manufacturing,Yes
1000151148,560,101 N. Meridian,29175.72,Multi-Family Residential: Apartment,Yes
1000151187,561,1102 Q Street,14472.71,Office: Administrative/Professional,Yes
1000151213,562,Belmont University Jack C Massey Center,12859.82,Core Learning Space: College/University,Yes
1000151480,563,SBVR - Plaza and Promenade Building,3244.82,Retail: Other Retail,Yes
1000151579,564,JM Family - Office C,8181.13,Office: Administrative/Professional,Yes
1000151584,565,Woodlake MOB,6228.77,Office: Medical (Non-Diagnostic),Yes
1000151610,566,Swedish Medical Center MOB II/III,15636.96,Healthcare: Clinic/Other Outpatient,Yes
1000151686,567,KALYON SCADA Ofis Binasi,2577.0,Office: Administrative/Professional,Yes
1000151824,568,Penn GSE Expansion,1872.92,Core Learning Space: College/University,Yes
1000151888,569,Park Place Shopping Centre,52051.14,Retail: Enclosed Mall,Yes
1000151928,570,IUH NE Region - Southwest MOB,4969.38,Office: Medical (Non-Diagnostic),Yes
1000152132,571,SDCRAA Administration Building,12581.3,Airport: Office,Yes
1000152133,572,CityLine 4,49915.95,Office: Administrative/Professional,Yes
1000152208,573,GVSU Harris Family Sports Complex,1997.41,Public Assembly: Recreation,Yes
1000152250,574,MP-HT Srl,4800.0,Industrial Manufacturing,Yes
1000152287,575,Luthra Group Headquarters,3611.0,Office: Administrative/Professional,Yes
1000152377,576,The Sonnentag,19014.09,Public Assembly: Recreation,Yes
1000152512,577,"Vanderbilt Tower at Ritz-Carlton, Naples",10219.33,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000152653,578,Contra Costa County Admin Building,4335.69,Office: Government,Yes
1000152661,579,2876 Sunridge Way NE,2787.09,Industrial Manufacturing,Yes
1000152671,580,Samsung Display Research Building,166530.0,Office: Other Office,Yes
1000152813,581,Sarasota Fire Station 23,808.53,Public Order and Safety: Fire/Police Station,Yes
1000152825,582,Sparsh Business School,17163.0,Core Learning Space: College/University,Yes
1000152830,583,CONF,33708.0,CONF,Yes
1000152923,584,CONF,6728.0,CONF,Yes
1000153740,585,Merck RY870 Biologics Development Center,19568.07,Laboratory,Yes
1000154667,586,UMD Field Hockey and Lacrosse Complex,1584.93,Public Assembly: Recreation,Yes
1000154737,587,GDH BCC-Tower A,138905.0,Office: Administrative/Professional,Yes
1000154761,588,Beylerbeyi Yurt Insaati Projesi,2716.0,Lodging: Dormitory,Yes
1000154829,589,CONF,34207.81,CONF,Yes
1000154873,590,Miami Association of Realtors,3065.8,Office: Other Office,Yes
1000155363,591,MU McVey Data Science Building,8803.21,Core Learning Space: College/University,Yes
1000155445,592,CONF,7364.05,CONF,Yes
1000155506,593,Ceylingul Tekstil Fabrika,3419.0,Other,Yes
1000155567,594,CONF,5470.0,CONF,Yes
1000155598,595,CONF,4082.44,CONF,Yes
1000155646,596,LEGO Jiaxing Moulding 3 Building,13892.0,Industrial Manufacturing,Yes
1000155647,597,New Processing,185698.8,Industrial Manufacturing,Yes
1000155699,598,The Medley,19452.03,Multi-Family Residential: Apartment,Yes
1000155948,599,McGill University Collections Centre,3969.0,Warehouse: Self Storage Units,Yes
1000156023,600,CONF,47224.08,CONF,Yes
1000156071,601,CONF,12991.37,CONF,Yes
1000156231,602,DHL Alliance C,120773.9,Warehouse: General,Yes
1000156321,603,Mahindra Educational-Hostel Phase III,1858.06,Lodging: Dormitory,Yes
1000156502,604,Residenza per Studenti Novoli,13504.0,Other,Yes
1000156601,605,Project Instinct - Ph 1,13055.01,Industrial Manufacturing,Yes
1000156816,606,Kalamazoo Dept. Public Safety Station 2,1632.77,Public Order and Safety: Fire/Police Station,Yes
1000156844,607,CARRIER  PLAZA,37183.0,Office: Mixed-Use,Yes
1000156983,608,Comcast NBCUniversal THE COMMONS,6841.01,Public Assembly: Social/Meeting,Yes
1000157031,609,Thesis Agency,3715.01,Office: Administrative/Professional,Yes
1000157039,610,Production,17922.0,Industrial Manufacturing,Yes
1000157046,611,Merck Wuxi-Admin,3102.0,Office: Administrative/Professional,Yes
1000157076,612,CONF,27311.44,CONF,Yes
1000157082,613,CONF,26296.19,CONF,Yes
1000157222,614,Residenza Anni Azzurri Borgomanero,5887.0,Healthcare: Nursing Home/ Assisted Living,Yes
1000157242,615,PCCO Cincinnati Office,2165.85,Office: Administrative/Professional,Yes
1000157280,616,CONF,24110.93,CONF,Yes
1000157282,617,CONF,28665.13,CONF,Yes
1000157306,618,CONF,57504.0,CONF,Yes
1000157393,619,NUOVA SEDE FONDAZIONE DALMINE,4418.0,Other,Yes
1000157397,620,305 Arsenal Street,418.06,Other,Yes
1000157402,621,400 N. Beacon Street,2054.74,Public Assembly: Social/Meeting,Yes
1000157508,622,Edificio ALMA by ROYAL,7913.0,Office: Administrative/Professional,Yes
1000157572,623,Edificio Produttivo Raddoppio,25526.0,Industrial Manufacturing,Yes
1000157579,624,Niagara Street Studio,6474.13,Office: Other Office,Yes
1000157587,625,SERRA Montreal,16030.97,Multi-Family Residential: Apartment,Yes
1000157594,626,2001 boulevard Robert-Bourassa,49538.2,Office: Administrative/Professional,Yes
1000157916,627,Clark University CMACD,5931.11,Core Learning Space: College/University,Yes
1000158019,628,Oxyturbo - Nuovo stabilimento produttivo,6000.0,Industrial Manufacturing,Yes
1000158162,629,CONF,12192.0,CONF,Yes
1000158866,630,CONF,22709.49,CONF,Yes
1000158921,631,Bldg 1 of Tianjin Lenovo Innovation Park,8632.0,Other,Yes
1000158986,632,CONF,555.56,CONF,Yes
1000159056,633,Tanager Echo,29773.93,Multi-Family Residential: Apartment,Yes
1000159189,634,Westinghouse Rock Hill Building 3,2095.89,Office: Administrative/Professional,Yes
1000159216,635,Parkridge Four,17870.73,Office: Mixed-Use,Yes
1000159306,636,CONF,2043.87,CONF,Yes
1000159391,637,CONF,3601.38,CONF,Yes
1000159468,638,CONF,17577.81,CONF,Yes
1000159510,639,TEKNOPLAZA Water&Environmental Solutions,2260.0,Office: Administrative/Professional,Yes
1000159574,640,1241 W St NE,1129.24,Office: Government,Yes
1000159597,641,101 Workshop Building,5154.0,Laboratory,Yes
1000159598,642,103 R&D Building,17899.0,Laboratory,Yes
1000159890,643,CONF,8901.87,CONF,Yes
1000160212,644,Security Building,1121.34,Public Order and Safety: Other Public Order,Yes
1000160298,645,ARE FujiFilm BIC2,7641.55,Office: Other Office,Yes
1000160351,646,"GRUPPO BCC ICCREA - Milan, via Esterle",6059.0,Office: Financial,Yes
1000160359,647,Firefly Pavilion,455.22,Other,Yes
1000160489,648,J&J Horsham Commons,3645.51,Other,Yes
1000160496,649,Midstation Bellevue,23661.65,Office: Mixed-Use,Yes
1000160510,650,Teknopark Idari Bina - A Blok,9221.0,Office: Administrative/Professional,Yes
1000160516,651,CONF,25077.68,CONF,Yes
1000160581,652,Jardin de Enekuri,4094.0,Other,Yes
1000160592,653,SEFINE TERSANESI SOSYAL TESIS BINASI,12595.0,Office: Mixed-Use,Yes
1000160869,654,Monterey Regional Airport ARFF,929.03,Airport: Public Order/Fire/Police,Yes
1000161040,655,Chapter Madison,20463.28,Multi-Family Residential: Apartment,Yes
1000161051,656,CONF,1976.0,CONF,Yes
1000161166,657,CONF,14750.0,CONF,Yes
1000161168,658,CONF,847.0,CONF,Yes
1000161221,659,SNAM RETE GAS - CENTRO MANUTEN. DI MASSA,1779.0,Office: Other Office,Yes
1000161243,660,Enriching Spaces,1672.25,Office: Administrative/Professional,Yes
1000161330,661,TOTAL Energies - IGA,530.96,Retail: Convenience Store,Yes
1000161340,662,Gillette Stadium,98690.49,Public Assembly: Stadium/Arena,Yes
1000161661,663,CONF,7722.19,CONF,Yes
1000161750,664,Penske Boise,1833.91,Office: Mixed-Use,Yes
1000161755,665,Penske Lowell,1854.99,Office: Mixed-Use,Yes
1000161766,666,ESSILOR LUXOTTICA,49178.0,Industrial Manufacturing,Yes
1000161781,667,Ellis Campus C&D,20827.92,Office: Administrative/Professional,Yes
1000161816,668,CONF,161925.01,CONF,Yes
1000161819,669,CONF,166818.48,CONF,Yes
1000162183,670,Beck Venture Center,2901.36,Office: Administrative/Professional,Yes
1000162206,671,RESIDENCIA PARA MAYORES CAJA DE BURGOS,5600.0,Healthcare: Nursing Home/ Assisted Living,Yes
1000162213,672,Reck Garage,93.18,Transit: Maintenance/Storage,Yes
1000162261,673,Nucor - BB Materials Testing Lab,914.72,Industrial Manufacturing,Yes
1000162281,674,Nuova Sede Banca Sella,13070.0,Office: Administrative/Professional,Yes
1000162357,675,Microsoft SISPARK B26,23993.0,Office: Mixed-Use,Yes
1000162363,676,Tenaris Etihad Tubulars - Sole Proprieto,2167.0,Office: Administrative/Professional,Yes
1000162430,677,De la Vega Business Park,23275.0,Office: Administrative/Professional,Yes
1000162745,678,Brookings DHS,2097.84,Office: Government,Yes
1000162751,679,CPFL ENERGIA RGE - EA VENANCIO AIRES,658.0,Other,Yes
1000162913,680,University of Illinois Foundation,5225.05,Office: Administrative/Professional,Yes
1000162917,681,Fairfield University Bowman Hall,4290.63,Lodging: Dormitory,Yes
1000162940,682,Atal Akshay Urja Bhawan,24045.0,Office: Government,Yes
1000162951,683,Alliance Center Building 2,60038.56,Warehouse: General,Yes
1000162969,684,CONF,12796.46,CONF,Yes
1000163113,685,8th and Fig,45139.52,Multi-Family Residential: Apartment,Yes
1000163207,686,TOTAL Energies - KMO Kuzey,473.9,Retail: Convenience Store,Yes
1000163209,687,TOTAL Energies - KMO Izmit OSB Guney,494.04,Retail: Convenience Store,Yes
1000163211,688,TOTAL Energies - KMO Izmit OSB Kuzey,494.04,Retail: Convenience Store,Yes
1000163213,689,TOTAL Energies - Orhangazi Bati,346.0,Retail: Convenience Store,Yes
1000163215,690,TOTAL Energies - Orhangazi Dogu,346.0,Retail: Convenience Store,Yes
1000163433,691,Central City Office Tower,96477.72,Office: Mixed-Use,Yes
1000163435,692,Central City Shopping Centre,58158.58,Retail: Enclosed Mall,Yes
1000163502,693,6750 Esplanade,9290.0,Office: Mixed-Use,Yes
1000163506,694,ZaZEN Gardens,19815.75,Multi-Family Residential: Apartment,Yes
1000163696,695,CONF,8861.83,CONF,Yes
1000163841,696,12 Farnsworth Research and Development,5458.05,Laboratory,Yes
1000164013,697,Vlinker Pujiang Central Community 29-1,16268.0,Multi-Family Residential: Apartment,Yes
1000164018,698,Vlinker Pujiang Central Community 29-2,15538.0,Multi-Family Residential: Apartment,Yes
1000164090,699,Isoteks Tekstil,8800.0,Industrial Manufacturing,Yes
1000164180,700,Complexo Ache Cultural,39098.0,Office: Mixed-Use,Yes
1000164327,701,Vlinker Pujiang Central Community 29-3,7140.0,Multi-Family Residential: Apartment,Yes
1000164329,702,Vlinker Pujiang Central Community 29-4,7140.0,Multi-Family Residential: Apartment,Yes
1000164331,703,Vlinker Pujiang Central Community 30-1,19068.0,Multi-Family Residential: Apartment,Yes
1000164333,704,Vlinker Pujiang Central Community 30-2,4450.0,Multi-Family Residential: Apartment,Yes
1000164340,705,nol-universe office,45732.0,Office: Mixed-Use,Yes
1000164472,706,Women's Resource Center,866.04,Office: Administrative/Professional,Yes
1000164496,707,1625 Vanier Parkway,30865.0,Office: Administrative/Professional,Yes
1000164500,708,222 Nepean Street,14887.0,Office: Administrative/Professional,Yes
1000164650,709,Countryside Clearwater Branch 4.1,1062.44,Office: Financial,Yes
1000164653,710,Pinellas Branch 4.1,425.87,Office: Financial,Yes
1000164708,711,CONF,13374.32,CONF,Yes
